timestamp,pm2.5_ug_m3,pm10_ug_m3,ozone_ppb,no2_ppb
2020-04-01,32.88,65.84,35.06,19.17
2020-04-02,28.51,61.06,39.47,17.18
2020-04-03,31.36,62.69,46.82,20.07
2020-04-04,40.79,77.64,41.26,22.38
2020-04-05,51.79,96.88,44.55,24.42
2020-04-06,59.91,114.88,44.16,24.37
2020-04-07,33.12,94.02,42.65,19.27
2020-04-08,29.7,79.04,45.8,18.56
2020-04-09,36.13,76.32,48.34,21.37
2020-04-10,57.67,112.93,40.36,27.12
2020-04-11,53.03,118.1,49.51,23.64
2020-04-12,38.57,92.7,50.15,17.59
2020-04-13,60.6,136.77,41.07,23.4
2020-04-14,58.22,144.7,40.74,25.71
2020-04-15,58.31,190.98,38.22,24.55
2020-04-16,69.8,191.17,41.87,25.01
2020-04-17,26.93,89.58,53.53,15.83
2020-04-18,29.09,102.53,49.14,15.45
2020-04-19,35.49,73.86,40.53,19.72
2020-04-20,52.86,113.25,32.67,24.56
2020-04-21,37.17,87.27,48.56,19.64
2020-04-22,58.25,130.99,46.94,24.79
2020-04-23,54.71,127.82,43.99,24.83
2020-04-24,65.91,138.46,47.98,25.62
2020-04-25,33.09,85.83,54.53,18.68
2020-04-26,40.24,117.1,47.16,17.45
2020-04-27,27.18,53.02,53.43,14.8
2020-04-28,41.75,80.36,58.96,17.35
2020-04-29,55.18,114.91,58.57,20.11
2020-04-30,49.96,115.63,59.55,17.61
2020-05-01,61.04,143.11,56.81,18.46
2020-05-02,34.67,107.36,60.45,14.36
2020-05-03,32.56,83.02,49.04,15.14
2020-05-04,26.63,60.59,50.56,16.95
2020-05-05,56.24,115.91,52.12,21.36
2020-05-06,58.44,169.61,53.95,21.88
2020-05-07,36.02,88.35,73.11,17.97
2020-05-08,51.09,120.82,74.28,21.66
2020-05-09,54.18,126.9,76.32,17.65
2020-05-10,44.3,110.39,63.71,16.46
2020-05-11,43.26,93.49,64.6,19.53
2020-05-12,43.19,94.4,64.1,18.49
2020-05-13,68.8,159.2,52.2,21.34
2020-05-14,56.17,126.53,50.22,25.12
2020-05-15,47.44,101.93,53.08,23.45
2020-05-16,81.87,151.8,63.12,26.17
2020-05-17,98.63,187.24,59.79,31.96
2020-05-18,101.02,192.68,53.55,34.76
2020-05-19,106.63,208.65,57.05,42.67
2020-05-20,67.8,155.41,62.34,32.8
2020-05-21,55.92,163.77,62.56,31.36
2020-05-22,94.37,213.47,55.45,45.36
2020-05-23,74.92,209.49,41.87,42.43
2020-05-24,55.37,179.3,53.31,27.35
2020-05-25,61.46,162.41,54.74,30.92
2020-05-26,55.38,190.11,38.73,37.79
2020-05-27,43.22,161.76,66.77,26.95
2020-05-28,39.07,229.55,55.92,17.1
2020-05-29,24.62,66.66,47.48,19.02
2020-05-30,23.09,53.19,50.29,18.51
2020-05-31,21.51,40.43,42.29,17.05
2020-06-01,41.05,80.47,50.57,22.99
2020-06-02,45.9,98.32,50.06,24.78
2020-06-03,50.62,114.01,52.16,28.02
2020-06-04,68.24,143.79,39.14,34.11
2020-06-05,42.43,87.05,44.83,25.87
2020-06-06,35.14,80.49,51.46,21.25
2020-06-07,39.99,91.17,45.4,22.65
2020-06-08,46.9,103.27,51.77,25.81
2020-06-09,64.77,148.67,49.14,32.01
2020-06-10,58.9,156.29,40.8,34.31
2020-06-11,54.69,134.36,40.63,30.94
2020-06-12,64.0,152.7,43.37,30.05
2020-06-13,52.36,129.33,34.95,25.46
2020-06-14,71.08,150.28,38.86,26.01
2020-06-15,48.69,120.23,48.39,25.95
2020-06-16,39.87,107.99,51.4,24.58
2020-06-17,34.35,92.58,48.72,16.94
2020-06-18,36.84,100.62,47.98,18.32
2020-06-19,57.6,205.56,40.95,17.78
2020-06-20,35.96,108.73,36.24,20.37
2020-06-21,39.7,95.63,33.92,23.7
2020-06-22,39.47,77.48,42.76,20.61
2020-06-23,29.02,64.12,28.64,16.39
2020-06-24,30.91,62.61,24.77,16.84
2020-06-25,38.37,77.76,25.92,21.41
2020-06-26,50.01,112.08,24.82,22.06
2020-06-27,39.8,155.94,18.88,21.46
2020-06-28,59.52,308.65,18.05,21.6
2020-06-29,44.86,184.12,26.61,21.57
2020-06-30,39.8,91.98,37.29,17.96
2020-07-01,54.01,128.66,29.73,21.05
